,id,holeid,from,to,Au,Pb,Fe,Mo,Cu,S,Zn,label,interval_length
261,A07462,SOLVE027,211,221.0,0.012,44.2,35560.0,2.2,32.4,10760.0,76.2,distal,10.0
262,A07116,SOLVE027,221,231.0,0.016,59.2,26820.0,1.8,6.8,306.0,49.6,distal,10.0
263,A07358,SOLVE027,231,241.0,0.013,35.2,23880.0,1.6,6.2,310.0,34.6,distal,10.0
264,A05155,SOLVE027,241,251.0,0.056,113.8,46000.0,2.2,14.4,3566.0,30.2,distal,10.0
265,A06503,SOLVE027,251,261.0,0.025,123.4,37000.0,3.4,6.8,6278.0,33.0,distal,10.0
266,A05838,SOLVE027,261,271.0,0.038,105.6,58080.0,1.4,12.4,22680.0,30.2,distal,10.0
267,A06579,SOLVE027,271,281.0,0.024,127.2,59580.0,1.4,13.6,10130.0,39.2,distal,10.0
268,A05217,SOLVE027,281,291.0,0.054,60.4,52760.0,1.8,10.8,1039.0,39.2,distal,10.0
269,A05746,SOLVE027,291,301.0,0.04,72.4,47240.0,2.8,12.4,14645.0,30.6,distal,10.0
270,A06149,SOLVE027,301,311.0,0.032,224.4,48580.0,1.2,11.6,2521.0,32.2,distal,10.0
271,A05955,SOLVE027,311,321.0,0.035,328.2,29680.0,9.8,12.8,478.0,36.4,distal,10.0
272,A05931,SOLVE027,321,331.0,0.036,628.2,60560.0,2.8,19.2,2444.0,41.6,distal,10.0
273,A05493,SOLVE027,331,341.0,0.046,879.2,42560.0,6.4,8.4,1124.0,46.6,distal,10.0
274,A06147,SOLVE027,341,351.0,0.032,717.6,41760.0,5.6,5.6,1744.0,36.4,distal,10.0
275,A06821,SOLVE027,351,361.0,0.02,658.0,62680.0,1.8,4.4,593.0,33.0,distal,10.0
276,A07029,SOLVE027,361,371.0,0.017,284.0,47080.0,3.6,1.6,107.0,30.0,distal,10.0
277,A07452,SOLVE027,371,381.0,0.012,399.0,43880.0,9.4,2.2,237.0,31.4,distal,10.0
278,A08533,SOLVE027,381,391.0,0.0025,183.6,59020.0,4.2,1.6,163.0,36.2,distal,10.0
279,A08531,SOLVE027,391,401.0,0.0025,180.8,47220.0,1.2,1.0,103.0,30.2,distal,10.0
280,A06449,SOLVE027,401,411.0,0.026,856.0,49980.0,11.0,4.0,1208.0,36.0,distal,10.0
281,A05855,SOLVE027,411,421.0,0.037,594.0,51460.0,43.4,4.2,330.0,34.6,distal,10.0
282,A05953,SOLVE027,421,431.0,0.035,290.4,43520.0,2.4,5.2,197.0,31.2,proximal,10.0
283,A06623,SOLVE027,431,441.0,0.023,238.0,43540.0,4.6,5.4,187.0,37.6,proximal,10.0
284,A06690,SOLVE027,441,451.0,0.022,642.0,58300.0,5.4,6.0,807.0,42.6,proximal,10.0
285,A06140,SOLVE027,451,461.0,0.032,471.0,33760.0,16.4,11.6,1260.0,38.2,proximal,10.0
286,A08504,SOLVE027,461,471.0,0.0025,478.0,33440.0,26.8,7.0,844.0,32.8,proximal,10.0
287,A06880,SOLVE027,471,481.0,0.019,1310.0,57340.0,39.0,9.6,1420.0,45.2,proximal,10.0
288,A06331,SOLVE027,481,491.0,0.028,726.0,63780.0,42.6,8.4,614.0,22.2,proximal,10.0
289,A07022,SOLVE027,491,501.0,0.017,974.0,59500.0,46.0,6.2,1410.0,31.0,proximal,10.0
290,A06747,SOLVE027,501,511.0,0.021,601.0,56080.0,22.0,5.6,1350.0,27.4,proximal,10.0
291,A06950,SOLVE027,511,521.0,0.018,211.2,58180.0,9.0,3.2,177.0,26.6,proximal,10.0
292,A06679,SOLVE027,521,531.0,0.022,260.6,65260.0,6.8,8.2,1081.0,44.2,proximal,10.0
293,A07979,SOLVE027,531,541.0,0.007,82.4,47100.0,5.0,2.6,46.0,31.0,proximal,10.0
294,A07173,SOLVE027,541,551.0,0.015,217.6,54000.0,6.0,3.2,82.0,26.0,proximal,10.0
295,A05824,SOLVE027,551,561.0,0.038,618.0,49040.0,21.0,7.2,344.0,24.4,proximal,10.0
296,A05823,SOLVE027,561,571.0,0.038,988.0,60080.0,29.6,5.0,858.0,33.0,proximal,10.0
297,A06806,SOLVE027,571,581.0,0.02,308.0,65460.0,9.8,4.2,186.0,25.8,proximal,10.0
298,A06428,SOLVE027,581,591.0,0.026,1048.0,57740.0,116.6,8.6,2574.0,41.0,proximal,10.0
299,A04785,SOLVE027,591,601.0,0.068,1078.0,55520.0,91.0,92.8,5378.0,239.8,proximal,10.0
300,A05410,SOLVE027,601,611.0,0.048,650.0,62360.0,23.8,56.4,2842.0,123.8,proximal,10.0
301,A05026,SOLVE027,611,621.0,0.06,1436.0,56220.0,14.6,10.4,1584.0,25.4,proximal,10.0
302,A05205,SOLVE027,621,631.0,0.054,1068.0,55720.0,42.6,8.0,1464.0,29.6,proximal,10.0
303,A04833,SOLVE027,631,641.0,0.066,1456.0,64680.0,45.2,9.2,1650.0,25.0,proximal,10.0
304,A03984,SOLVE027,641,651.0,0.106,2736.0,59180.0,70.2,8.4,3690.0,24.8,proximal,10.0
306,A04944,SOLVE027,661,671.0,0.062,732.0,57500.0,39.4,12.8,5920.0,50.6,proximal,10.0
307,A05622,SOLVE027,671,681.0,0.042,802.0,57040.0,54.4,12.8,3230.0,47.0,proximal,10.0
309,A03978,SOLVE027,691,701.0,0.106,1786.0,48260.0,89.8,12.4,4850.0,46.4,proximal,10.0
310,A06094,SOLVE027,701,711.0,0.032,579.8,63260.0,47.6,7.2,2070.0,48.0,proximal,10.0
311,A05784,SOLVE027,711,721.0,0.038,784.0,60960.0,64.6,9.2,2280.0,46.6,proximal,10.0
312,A05179,SOLVE027,721,731.0,0.054,1380.0,47540.0,62.6,10.4,1864.0,39.2,proximal,10.0
313,A04435,SOLVE028,291,301.0,0.082,1368.4,47180.0,6.8,3.8,1311.0,49.0,proximal,10.0
314,A03780,SOLVE028,301,311.0,0.118,1138.0,62620.0,2.6,2.6,608.0,48.0,proximal,10.0
315,A03430,SOLVE028,311,321.0,0.146,2740.0,69240.0,13.6,2.8,1338.0,58.0,proximal,10.0
316,A03407,SOLVE028,321,331.0,0.148,2546.0,61580.0,15.8,3.8,3940.0,51.6,proximal,10.0
317,A04499,SOLVE028,331,341.0,0.08,1776.0,48440.0,9.0,9.8,1740.0,71.0,proximal,10.0
318,A05133,SOLVE028,341,351.0,0.056,414.0,44060.0,2.8,4.0,2499.0,43.6,proximal,10.0
319,A04371,SOLVE028,361,371.0,0.086,500.6,62240.0,5.0,7.8,782.0,44.6,proximal,10.0
320,A04892,SOLVE028,371,381.0,0.064,440.0,57840.0,2.2,3.4,330.0,42.8,proximal,10.0
321,A06963,SOLVE030,171,181.0,0.018,140.2,73100.0,1.2,8.0,3130.0,85.4,distal,10.0
322,A06574,SOLVE030,181,191.0,0.024,123.0,73920.0,1.2,6.0,49.0,69.2,distal,10.0
323,A05564,SOLVE030,191,201.0,0.044,167.9,34040.0,1.4,4.6,686.0,115.8,distal,10.0
324,A05425,SOLVE030,201,211.0,0.048,125.6,26700.0,1.4,7.6,2008.0,49.4,distal,10.0
325,A05424,SOLVE030,211,221.0,0.048,162.6,71440.0,1.2,6.8,9040.0,42.4,proximal,10.0
326,A05924,SOLVE030,221,231.0,0.036,275.0,57500.0,2.0,8.8,1308.0,52.8,proximal,10.0
327,A05831,SOLVE030,231,241.0,0.038,249.2,47160.0,2.2,6.4,1634.0,34.2,proximal,10.0
328,A03559,SOLVE030,241,251.0,0.136,319.0,36320.0,2.6,13.6,8479.0,57.8,proximal,10.0
329,A02592,SOLVE030,251,261.0,0.236,411.0,72720.0,2.6,13.2,29160.0,54.8,proximal,10.0
330,A03790,SOLVE030,261,271.0,0.118,378.0,52240.0,18.2,13.6,2490.0,48.6,proximal,10.0
331,A02591,SOLVE030,271,281.0,0.236,606.0,58520.0,13.0,38.8,1860.0,91.8,proximal,10.0
332,A03089,SOLVE030,281,291.0,0.178,646.0,66940.0,19.4,11.6,814.0,65.2,proximal,10.0
333,A03532,SOLVE030,291,301.0,0.138,578.0,66820.0,7.2,13.6,102.0,69.8,proximal,10.0
334,A04291,SOLVE030,301,311.0,0.09,908.0,67760.0,11.8,18.4,642.0,67.2,proximal,10.0
335,A05280,SOLVE030,311,321.0,0.052,422.0,66860.0,22.8,11.6,296.0,50.0,proximal,10.0
336,A05278,SOLVE030,321,331.0,0.052,556.0,64200.0,17.4,8.2,439.0,38.4,proximal,10.0
337,A04514,SOLVE030,331,341.0,0.08,824.0,69000.0,17.0,8.4,780.0,32.2,proximal,10.0
338,A05414,SOLVE030,341,351.0,0.048,768.0,57600.0,9.4,7.8,1524.0,50.0,proximal,10.0
339,A05031,SOLVE030,351,361.0,0.06,1418.0,72420.0,6.8,10.4,1720.0,57.6,proximal,10.0
340,A05353,SOLVE030,361,371.0,0.05,916.0,67860.0,10.2,10.0,2560.0,44.6,proximal,10.0
341,A04965,SOLVE030,371,381.0,0.062,1452.0,84240.0,15.8,10.8,2490.0,64.6,proximal,10.0
342,A04736,SOLVE030,381,391.0,0.07,1148.0,75280.0,11.0,9.2,1520.0,62.2,proximal,10.0
343,A05484,SOLVE030,391,401.0,0.046,1418.0,65620.0,23.8,9.6,2346.0,71.6,proximal,10.0
344,A04962,SOLVE030,401,411.0,0.062,1162.0,63080.0,23.4,7.6,1206.0,49.6,proximal,10.0
345,A05150,SOLVE030,411,421.0,0.056,1232.0,70640.0,23.8,9.6,1370.0,44.2,proximal,10.0
346,A05349,SOLVE030,421,431.0,0.05,1018.0,59340.0,18.0,12.4,1810.0,47.6,proximal,10.0
347,A06128,SOLVE030,431,441.0,0.032,878.0,41120.0,14.0,15.2,4900.0,51.6,proximal,10.0
349,A05149,SOLVE030,451,461.0,0.056,1308.0,49360.0,25.8,8.4,3402.0,33.0,proximal,10.0
350,A06126,SOLVE030,461,471.0,0.032,656.0,57200.0,20.2,6.0,2936.0,40.2,proximal,10.0
351,A06125,SOLVE030,471,481.0,0.032,726.0,69040.0,9.8,8.4,7390.0,58.8,proximal,10.0
352,A05903,SOLVE030,481,491.0,0.036,686.0,72120.0,9.6,5.6,3330.0,35.4,proximal,10.0
353,A05822,SOLVE030,491,501.0,0.038,518.0,50380.0,7.4,3.2,780.0,29.4,proximal,10.0
354,A06616,SOLVE030,501,511.0,0.023,526.0,42460.0,14.0,4.0,6882.0,35.2,proximal,10.0
355,A06550,SOLVE030,511,521.0,0.024,696.0,34100.0,9.6,3.8,1491.0,39.0,proximal,10.0
356,A06016,SOLVE030,521,531.0,0.034,834.0,38560.0,9.4,3.6,3120.0,41.6,proximal,10.0
358,A05028,SOLVE030,541,551.0,0.06,2664.0,33800.0,92.0,4.6,8560.0,52.0,proximal,10.0
359,A04639,SOLVE030,551,561.0,0.074,1666.0,25280.0,19.0,3.0,3446.0,28.6,proximal,10.0
360,A04957,SOLVE030,561,571.0,0.062,1000.0,47260.0,38.8,3.8,1620.0,44.4,proximal,10.0
361,A04955,SOLVE030,571,581.0,0.062,958.0,63820.0,33.8,5.2,840.0,41.2,proximal,10.0
363,A04373,SOLVE030,591,601.0,0.086,1426.0,61200.0,79.6,10.8,1980.0,31.8,proximal,10.0
364,A04450,SOLVE030,601,611.0,0.082,1160.0,44980.0,34.0,8.8,2170.0,39.0,proximal,10.0
365,A05404,SOLVE030,611,621.0,0.048,828.0,34780.0,33.4,8.4,1930.0,35.2,proximal,10.0
366,A04139,SOLVE030,621,631.0,0.098,902.0,34240.0,38.4,10.4,1750.0,32.6,proximal,10.0
367,A03943,SOLVE030,631,641.0,0.108,904.0,28040.0,21.2,9.6,1290.0,31.0,proximal,10.0
368,A03511,SOLVE030,641,651.0,0.14,1604.0,47360.0,56.4,18.4,7780.0,56.8,proximal,10.0
369,A03787,SOLVE030,651,661.0,0.118,1564.0,47860.0,40.0,8.0,4860.0,44.0,proximal,10.0
370,A04502,SOLVE030,661,671.0,0.08,1462.0,43620.0,68.8,8.0,3800.0,49.4,proximal,10.0
371,A04367,SOLVE030,671,681.0,0.086,1928.0,49380.0,28.6,10.0,2170.0,37.6,proximal,10.0
372,A04590,SOLVE030,681,691.0,0.076,862.0,39540.0,39.6,6.4,1400.0,37.2,proximal,10.0
373,A04627,SOLVE030,691,701.0,0.074,592.0,49600.0,8.6,4.4,970.0,18.8,proximal,10.0
374,A04816,SOLVE030,701,711.0,0.066,882.0,44360.0,50.2,5.2,3340.0,53.0,proximal,10.0
375,A04492,SOLVE030,711,721.0,0.08,908.0,55660.0,19.0,5.8,1140.0,42.8,proximal,10.0
376,A03310,SOLVE030,1431,1441.0,0.156,1626.0,52540.0,13.4,5.0,16580.0,65.2,proximal,10.0
377,A03937,SOLVE030,1451,1461.0,0.108,1452.0,45580.0,8.6,6.6,14260.0,43.8,proximal,10.0
378,A02787,SOLVE030,1461,1471.0,0.21,2558.0,49220.0,9.0,5.0,20740.0,54.4,proximal,10.0
379,A04853,SOLVE030,1471,1481.0,0.065,880.0,58620.0,15.8,4.6,21700.0,47.4,proximal,10.0
380,A06261,SOLVE030,1481,1486.1,0.029803922,481.1764706,55592.15686,15.45098039,2.176470588,31768.62745,35.39215686,proximal,5.099999999999909
381,A04622,SOLVE031,661,671.0,0.074,1044.0,73620.0,23.6,5.2,2060.0,31.6,proximal,10.0
382,A03779,SOLVE031,671,681.0,0.118,1800.0,70400.0,25.0,4.8,3190.0,47.2,proximal,10.0
384,A04585,SOLVE031,691,701.0,0.076,1490.0,61240.0,10.6,6.4,1160.0,39.0,proximal,10.0
385,A04275,SOLVE031,701,711.0,0.09,1366.0,70000.0,7.8,5.6,2390.0,40.4,proximal,10.0
386,A04771,SOLVE031,711,721.0,0.068,3340.0,61440.0,31.8,4.4,4160.0,34.6,proximal,10.0
387,A05466,SOLVE031,721,731.0,0.046,2084.0,69020.0,8.8,2.4,2708.0,30.0,proximal,10.0
388,A05130,SOLVE031,731,741.0,0.056,1510.0,73340.0,22.4,2.4,974.0,29.2,proximal,10.0
389,A04443,SOLVE031,741,751.0,0.082,1538.0,66280.0,11.6,7.6,2960.0,49.4,proximal,10.0
390,A04136,SOLVE031,751,761.0,0.098,1434.0,66120.0,7.8,12.4,8920.0,119.0,proximal,10.0
391,A02788,SOLVE031,761,771.0,0.21,3080.0,52440.0,8.4,15.2,10960.0,140.2,proximal,10.0
392,A03700,SOLVE031,771,781.0,0.124,2412.0,56220.0,5.8,33.8,4400.0,112.6,proximal,10.0
393,A03840,SOLVE031,781,791.0,0.114,1974.0,48100.0,11.8,19.4,1920.0,302.4,proximal,10.0
394,A02089,SOLVE031,791,801.0,0.306,3610.0,51840.0,36.2,4.8,2900.0,27.0,proximal,10.0
395,A02981,SOLVE031,801,811.0,0.188,1322.0,57780.0,8.4,18.4,6680.0,80.0,proximal,10.0
396,A02540,SOLVE031,811,821.0,0.242,2196.0,44720.0,16.8,23.2,8150.0,56.8,proximal,10.0
398,A02230,SOLVE031,831,841.0,0.284,1914.0,50280.0,4.4,7.6,6810.0,75.2,proximal,10.0
399,A01831,SOLVE031,841,851.0,0.35,3266.0,50160.0,73.6,8.8,7510.0,52.0,proximal,10.0
400,A04959,SOLVE031,851,861.0,0.062,663.0,37380.0,25.6,4.4,2199.0,39.8,proximal,10.0
401,A05637,SOLVE031,861,871.0,0.042,490.4,36280.0,15.2,2.8,1733.0,32.4,proximal,10.0
402,A06121,SOLVE031,871,881.0,0.032,360.0,33740.0,14.6,24.2,3640.0,157.6,proximal,10.0
403,A06322,SOLVE031,881,891.0,0.028,354.0,30760.0,4.8,2.4,405.0,23.0,proximal,10.0
404,A06229,SOLVE031,891,901.0,0.03,104.6,33600.0,1.6,2.0,907.0,19.4,proximal,10.0
405,A05732,SOLVE031,901,911.0,0.04,335.0,37020.0,4.4,2.4,526.0,20.2,proximal,10.0
406,A05554,SOLVE031,911,921.0,0.044,255.0,39740.0,3.0,2.0,947.0,16.8,proximal,10.0
407,A05769,SOLVE031,921,928.5,0.038666667,267.4666667,37906.66667,1.8,2.0,460.6666667,16.4,proximal,7.5
408,A05659,SOLVE036,871,881.0,0.041,1115.0,67700.0,27.6,58.0,50480.0,79.0,proximal,10.0
409,A06486,SOLVE036,881,891.0,0.025,497.8,62120.0,48.6,7.6,53220.0,42.0,proximal,10.0
410,A05002,SOLVE036,891,901.0,0.06,838.0,73300.0,11.2,10.8,54640.0,55.4,proximal,10.0
411,A06599,SOLVE036,911,921.0,0.023,362.0,81160.0,1.4,6.4,57440.0,40.8,proximal,10.0
416,A08114,SOLVE036,961,971.0,0.006,19.0,64500.0,6.8,8.0,60240.0,53.6,proximal,10.0
417,A07321,SOLVE036,971,981.0,0.013,197.2,68140.0,3.0,12.0,57860.0,72.4,proximal,10.0
418,A06000,SOLVE036,981,991.0,0.034,442.0,76560.0,5.2,8.0,43740.0,63.6,proximal,10.0
419,A06543,SOLVE036,991,1001.0,0.024,285.0,79660.0,2.8,4.8,17740.0,38.8,proximal,10.0
420,A07325,SOLVE036,1001,1011.0,0.013,183.0,63360.0,2.0,5.0,33180.0,46.2,proximal,10.0
421,A07326,SOLVE036,1011,1021.0,0.013,124.0,62380.0,3.0,4.2,36700.0,45.4,proximal,10.0
422,A06871,SOLVE036,1031,1041.0,0.019,48.8,60440.0,2.2,5.0,32260.0,47.6,proximal,10.0
423,A07513,SOLVE036,1041,1051.0,0.011,135.0,49720.0,1.4,7.0,14590.0,41.6,proximal,10.0
424,A07726,SOLVE036,1051,1061.0,0.009,75.2,49260.0,1.2,4.8,5920.0,49.8,proximal,10.0
425,A08137,SOLVE036,1061,1071.0,0.006,26.6,40800.0,1.2,2.2,2788.0,46.0,proximal,10.0
426,A06943,SOLVE036,1071,1081.0,0.018,102.4,43040.0,1.8,3.4,1310.0,47.4,proximal,10.0
427,A07254,SOLVE036,1081,1091.0,0.014,167.0,39060.0,2.6,2.6,960.0,43.2,proximal,10.0
428,A07976,SOLVE036,1091,1101.0,0.007,131.0,37980.0,1.8,9.8,1910.0,62.4,proximal,10.0
429,A07174,SOLVE036,1101,1111.0,0.015,171.0,41680.0,4.0,8.8,5970.0,66.0,proximal,10.0
430,A07433,SOLVE036,1111,1121.0,0.012,55.8,37440.0,2.0,2.2,628.0,50.2,proximal,10.0
431,A07607,SOLVE036,1121,1131.0,0.01,162.2,48180.0,1.8,1.6,1370.0,52.4,proximal,10.0
432,A07101,SOLVE036,1131,1141.0,0.016,170.0,44180.0,1.8,1.6,1410.0,50.8,proximal,10.0
433,A07698,SOLVE036,1141,1147.3,0.009761905,240.2857143,41920.63492,1.0,3.857142857,1593.650794,57.53968254,proximal,6.2999999999999545
434,A08215,SOLVE037,181,191.0,0.006,131.6,11390.0,2.6,4.6,1940.0,48.8,distal,10.0
435,A06968,SOLVE037,191,201.0,0.018,56.0,38460.0,3.6,5.0,20530.0,69.0,distal,10.0
436,A08209,SOLVE037,201,211.0,0.006,13.2,51040.0,7.6,12.8,37960.0,70.4,distal,10.0
437,A07114,SOLVE037,211,221.0,0.016,11.0,46500.0,5.2,2.8,32020.0,67.2,distal,10.0
438,A06578,SOLVE037,221,231.0,0.024,204.6,60000.0,6.2,6.4,28980.0,157.0,distal,10.0
439,A07890,SOLVE037,231,241.0,0.008,50.6,30080.0,4.0,7.0,11600.0,77.2,distal,10.0
440,A08007,SOLVE037,241,251.0,0.007,137.6,36620.0,8.6,3.2,21800.0,29.4,distal,10.0
441,A07755,SOLVE037,251,261.0,0.009,7.9,20460.0,17.0,3.2,11134.0,25.6,distal,10.0
442,A08542,SOLVE037,261,271.0,0.0025,5.0,9010.0,6.6,3.8,1530.0,32.0,distal,10.0
443,A05929,SOLVE037,271,281.0,0.036,6.6,3580.0,2.4,3.2,1014.0,28.8,distal,10.0
444,A07622,SOLVE037,281,291.0,0.01,10.0,7480.0,4.4,5.8,2630.0,32.8,distal,10.0
446,A06065,SOLVE037,311,321.0,0.033,227.0,15530.0,7.6,11.2,2510.0,60.8,proximal,10.0
447,A08180,SOLVE037,321,331.0,0.006,388.2,15240.0,8.8,13.2,1930.0,69.2,proximal,10.0
448,A05562,SOLVE037,341,351.0,0.044,2436.0,67240.0,28.6,7.6,20510.0,46.2,proximal,10.0
449,A07991,SOLVE037,351,361.0,0.007,691.0,9160.0,75.6,11.6,2320.0,38.0,proximal,10.0
450,A06027,SOLVE037,361,371.0,0.034,1163.0,54580.0,24.8,11.2,5644.0,59.2,proximal,10.0
451,A07023,SOLVE037,371,381.0,0.017,369.2,50260.0,34.0,5.4,587.0,57.2,proximal,10.0
452,A06748,SOLVE037,381,391.0,0.021,412.4,57600.0,16.4,6.6,639.0,53.6,proximal,10.0
453,A06812,SOLVE037,391,401.0,0.02,134.8,57340.0,9.2,8.0,150.0,55.6,proximal,10.0
454,A07182,SOLVE037,401,411.0,0.015,714.2,54580.0,16.6,9.6,444.0,37.6,proximal,10.0
455,A07434,SOLVE037,411,421.0,0.012,313.0,60080.0,13.2,11.2,104.0,37.4,proximal,10.0
456,A06744,SOLVE037,421,431.0,0.021,95.0,47800.0,5.8,14.4,133.0,69.0,proximal,10.0
457,A07098,SOLVE037,431,441.0,0.016,844.0,72900.0,54.4,11.2,488.0,41.0,proximal,10.0
458,A07097,SOLVE037,441,451.0,0.016,464.0,61540.0,6.4,9.2,372.0,39.4,proximal,10.0
459,A06945,SOLVE037,451,461.0,0.018,674.0,62920.0,8.4,9.8,412.0,56.4,proximal,10.0
460,A07013,SOLVE037,461,471.0,0.017,609.0,61580.0,25.0,16.4,971.0,35.6,proximal,10.0
461,A07340,SOLVE037,471,481.0,0.013,661.0,50620.0,26.8,12.0,1180.0,39.8,proximal,10.0
462,A06368,SOLVE037,481,491.0,0.027,777.0,66080.0,13.0,20.8,2528.0,99.4,proximal,10.0
463,A06676,SOLVE037,491,501.0,0.022,954.0,68160.0,31.6,29.6,1046.0,25.6,proximal,10.0
464,A05639,SOLVE037,501,511.0,0.042,1374.0,69960.0,114.6,20.0,1550.0,190.0,proximal,10.0
465,A05483,SOLVE037,511,521.0,0.046,1694.0,71960.0,70.0,15.6,3110.0,42.6,proximal,10.0
466,A07010,SOLVE037,521,531.0,0.017,394.0,52820.0,18.6,5.2,368.0,24.8,proximal,10.0
467,A05207,SOLVE037,531,541.0,0.054,1744.0,63000.0,26.2,6.8,2197.0,23.0,proximal,10.0
469,A05345,SOLVE037,551,561.0,0.05,1712.0,58780.0,11.0,5.0,1860.0,20.8,proximal,10.0
470,A06672,SOLVE037,561,571.0,0.022,394.0,47680.0,33.2,5.6,355.0,19.6,proximal,10.0
471,A07007,SOLVE037,571,581.0,0.017,187.0,44760.0,3.6,5.4,91.0,19.6,proximal,10.0
472,A05636,SOLVE037,581,591.0,0.042,1732.0,46560.0,43.4,38.0,19190.0,105.0,proximal,10.0
474,A06663,SOLVE037,601,611.0,0.022,288.0,43640.0,20.0,10.0,2532.0,18.8,proximal,10.0
475,A05406,SOLVE037,611,621.0,0.048,797.0,65800.0,40.4,7.0,1480.0,16.4,proximal,10.0
476,A06362,SOLVE037,621,631.0,0.027,579.0,72660.0,14.8,6.6,490.0,17.4,proximal,10.0
477,A05542,SOLVE037,631,641.0,0.044,1629.0,73280.0,53.6,10.8,2784.0,17.0,proximal,10.0
478,A03512,SOLVE037,641,651.0,0.14,2368.0,78840.0,92.2,12.4,3620.0,21.2,proximal,10.0
479,A03729,SOLVE037,651,661.0,0.122,878.0,64680.0,80.6,9.2,1236.0,19.2,proximal,10.0
481,A03661,SOLVE037,671,681.0,0.127,1650.0,74320.0,91.0,12.4,3246.0,30.6,proximal,10.0
484,A05783,SOLVE037,701,711.0,0.038,822.0,79460.0,61.2,8.4,369.0,24.0,proximal,10.0
485,A03723,SOLVE037,711,721.0,0.122,1674.0,66360.0,69.8,10.8,2110.0,22.0,proximal,10.0
486,A05710,SOLVE037,1471,1481.0,0.04,157.0,37140.0,3.0,5.2,446.0,14.6,proximal,10.0
487,A05801,SOLVE037,1481,1491.0,0.038,185.0,35360.0,2.4,2.2,1218.0,14.4,proximal,10.0
488,A04890,SOLVE037,1491,1501.0,0.064,320.0,32700.0,3.4,4.4,3780.0,12.6,proximal,10.0
489,A03136,SOLVE037,1501,1511.0,0.172,1104.0,38440.0,5.4,2.8,3850.0,14.0,proximal,10.0
490,A03335,SOLVE037,1511,1521.0,0.154,2126.0,51320.0,9.8,3.4,4920.0,28.8,proximal,10.0
491,A03876,SOLVE037,1521,1531.0,0.112,950.0,34960.0,19.4,2.8,5420.0,20.4,proximal,10.0
492,A03680,SOLVE037,1531,1540.5,0.125789474,2014.210526,47194.73684,25.36842105,4.105263158,10078.94737,25.52631579,proximal,9.5
493,A07199,SOLVE039,191,201.0,0.015,217.0,31020.0,5.4,14.8,699.0,34.0,distal,10.0
494,A07354,SOLVE039,201,211.0,0.013,144.0,46720.0,9.8,12.0,606.0,41.4,distal,10.0
495,A05650,SOLVE039,211,221.0,0.042,148.2,65580.0,4.4,18.4,7430.0,21.0,distal,10.0
496,A05494,SOLVE039,221,231.0,0.046,1004.0,81980.0,18.0,31.6,28140.0,36.8,distal,10.0
497,A05565,SOLVE039,231,241.0,0.044,493.0,71900.0,15.6,12.8,1820.0,49.6,distal,10.0
498,A04252,SOLVE039,241,251.0,0.092,407.6,90500.0,11.0,12.8,264.0,38.8,distal,10.0
500,A05426,SOLVE039,261,271.0,0.048,382.0,76380.0,6.4,11.2,280.0,27.8,distal,10.0
501,A06034,SOLVE039,271,281.0,0.034,471.0,62220.0,6.8,9.6,584.0,21.0,proximal,10.0
502,A05490,SOLVE039,281,291.0,0.046,600.8,55960.0,9.0,20.4,309.0,27.8,proximal,10.0
503,A05422,SOLVE039,291,301.0,0.048,309.8,70320.0,12.0,17.2,594.0,20.2,proximal,10.0
504,A06620,SOLVE039,301,311.0,0.023,538.0,52460.0,8.8,15.2,1177.0,12.8,proximal,10.0
505,A06377,SOLVE039,311,321.0,0.027,308.0,58620.0,10.8,12.0,4244.0,30.2,proximal,10.0
506,A03950,SOLVE039,321,331.0,0.107,402.0,68620.0,4.8,12.8,2499.0,48.6,proximal,10.0
507,A05487,SOLVE039,331,341.0,0.046,363.8,62520.0,5.6,81.2,10110.0,115.0,proximal,10.0
508,A04214,SOLVE039,341,351.0,0.094,506.0,52960.0,12.2,110.0,12290.0,195.0,proximal,10.0
509,A06618,SOLVE039,351,361.0,0.023,386.4,65460.0,8.0,11.6,2540.0,41.0,proximal,10.0
510,A06438,SOLVE039,361,371.0,0.026,494.0,57900.0,6.2,9.4,2542.0,32.0,proximal,10.0
511,A06024,SOLVE039,371,381.0,0.034,669.0,44660.0,8.4,10.4,2862.0,27.6,proximal,10.0
512,A06023,SOLVE039,381,391.0,0.034,456.0,66220.0,8.8,9.6,816.0,20.4,proximal,10.0
513,A07609,SOLVE039,391,401.0,0.01,258.0,67680.0,4.6,12.8,251.0,21.4,proximal,10.0
514,A05641,SOLVE039,401,411.0,0.042,726.0,63720.0,11.6,12.0,1450.0,37.6,proximal,10.0
515,A06233,SOLVE039,411,421.0,0.03,438.0,72520.0,7.2,11.2,1730.0,37.8,proximal,10.0
516,A05825,SOLVE039,421,431.0,0.038,838.0,53600.0,10.4,11.6,3350.0,30.4,proximal,10.0
517,A05348,SOLVE039,431,441.0,0.05,778.0,50680.0,7.4,10.8,2520.0,37.8,proximal,10.0
518,A06325,SOLVE039,441,451.0,0.028,446.0,52720.0,14.2,9.6,2630.0,39.8,proximal,10.0
519,A05638,SOLVE039,451,461.0,0.042,1042.0,53820.0,42.2,18.4,8500.0,54.0,proximal,10.0
520,A04692,SOLVE039,461,471.0,0.072,1308.0,61120.0,36.8,20.8,5040.0,104.0,proximal,10.0
521,A05344,SOLVE039,471,481.0,0.05,1182.0,59860.0,56.4,8.6,2010.0,41.8,proximal,10.0
