Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class
A06574,SOLVE030,181,191,,0.024,123,73920,1.2,6,49,69.2,B
A05564,SOLVE030,191,201,,0.044,167.9,34040,1.4,4.6,686,115.8,B
A05425,SOLVE030,201,211,,0.048,125.6,26700,1.4,7.6,2008,49.4,B
A05424,SOLVE030,211,221,,0.048,162.6,71440,1.2,6.8,9040,42.4,A
A05924,SOLVE030,221,231,,0.036,275,57500,2,8.8,1308,52.8,A
A05831,SOLVE030,231,241,,0.038,249.2,47160,2.2,6.4,1634,34.2,A
A03559,SOLVE030,241,251,,0.136,319,36320,2.6,13.6,8479,57.8,A
A02592,SOLVE030,251,261,,0.236,411,72720,2.6,13.2,29160,54.8,A
A03790,SOLVE030,261,271,,0.118,378,52240,18.2,13.6,2490,48.6,A
A02591,SOLVE030,271,281,,0.236,606,58520,13,38.8,1860,91.8,A
A03089,SOLVE030,281,291,,0.178,646,66940,19.4,11.6,814,65.2,A
A03532,SOLVE030,291,301,,0.138,578,66820,7.2,13.6,102,69.8,A
A04291,SOLVE030,301,311,,0.09,908,67760,11.8,18.4,642,67.2,A
A05280,SOLVE030,311,321,,0.052,422,66860,22.8,11.6,296,50,A
A05278,SOLVE030,321,331,,0.052,556,64200,17.4,8.2,439,38.4,A
A04514,SOLVE030,331,341,,0.08,824,69000,17,8.4,780,32.2,A
A05414,SOLVE030,341,351,,0.048,768,57600,9.4,7.8,1524,50,A
A05031,SOLVE030,351,361,,0.06,1418,72420,6.8,10.4,1720,57.6,A
A05353,SOLVE030,361,371,,0.05,916,67860,10.2,10,2560,44.6,A
A04965,SOLVE030,371,381,,0.062,1452,84240,15.8,10.8,2490,64.6,A
A04736,SOLVE030,381,391,,0.07,1148,75280,11,9.2,1520,62.2,A
A05484,SOLVE030,391,401,,0.046,1418,65620,23.8,9.6,2346,71.6,A
A04962,SOLVE030,401,411,,0.062,1162,63080,23.4,7.6,1206,49.6,A
A05150,SOLVE030,411,421,,0.056,1232,70640,23.8,9.6,1370,44.2,A
A05349,SOLVE030,421,431,,0.05,1018,59340,18,12.4,1810,47.6,A
A06128,SOLVE030,431,441,,0.032,878,41120,14,15.2,4900,51.6,A
A03434,SOLVE030,441,451,,0.146,4358,25400,1939.4,3.8,8198,56.6,A
A05149,SOLVE030,451,461,,0.056,1308,49360,25.8,8.4,3402,33,A
A06126,SOLVE030,461,471,,0.032,656,57200,20.2,6,2936,40.2,A
A06125,SOLVE030,471,481,,0.032,726,69040,9.8,8.4,7390,58.8,A
A05903,SOLVE030,481,491,,0.036,686,72120,9.6,5.6,3330,35.4,A
A05822,SOLVE030,491,501,,0.038,518,50380,7.4,3.2,780,29.4,A
A06616,SOLVE030,501,511,,0.023,526,42460,14,4,6882,35.2,A
A06550,SOLVE030,511,521,,0.024,696,34100,9.6,3.8,1491,39,A
A06016,SOLVE030,521,531,,0.034,834,38560,9.4,3.6,3120,41.6,A
A05271,SOLVE030,531,541,,0.052,927,50600,216.4,5.2,1850,48.2,A
A05028,SOLVE030,541,551,,0.06,2664,33800,92,4.6,8560,52,A
A04639,SOLVE030,551,561,,0.074,1666,25280,19,3,3446,28.6,A
A04957,SOLVE030,561,571,,0.062,1000,47260,38.8,3.8,1620,44.4,A
A04955,SOLVE030,571,581,,0.062,958,63820,33.8,5.2,840,41.2,A
A04508,SOLVE030,581,591,,0.08,980,59240,14,12,6570,471.6,A
A04373,SOLVE030,591,601,,0.086,1426,61200,79.6,10.8,1980,31.8,A
A04450,SOLVE030,601,611,,0.082,1160,44980,34,8.8,2170,39,A
A05404,SOLVE030,611,621,,0.048,828,34780,33.4,8.4,1930,35.2,A
A04139,SOLVE030,621,631,,0.098,902,34240,38.4,10.4,1750,32.6,A
A03943,SOLVE030,631,641,,0.108,904,28040,21.2,9.6,1290,31,A
A03511,SOLVE030,641,651,,0.14,1604,47360,56.4,18.4,7780,56.8,A
A03787,SOLVE030,651,661,,0.118,1564,47860,40,8,4860,44,A
A04502,SOLVE030,661,671,,0.08,1462,43620,68.8,8,3800,49.4,A
A04367,SOLVE030,671,681,,0.086,1928,49380,28.6,10,2170,37.6,A
A04590,SOLVE030,681,691,,0.076,862,39540,39.6,6.4,1400,37.2,A
A04627,SOLVE030,691,701,,0.074,592,49600,8.6,4.4,970,18.8,A
A04816,SOLVE030,701,711,,0.066,882,44360,50.2,5.2,3340,53,A
A04492,SOLVE030,711,721,,0.08,908,55660,19,5.8,1140,42.8,A
A02340,SOLVE030,1411,1421,,0.27,1307,39860,,2.8,4594,35.4,A
A02773,SOLVE030,1421,1431,,0.212,1764,43720,13.4,4.4,,46.6,A
A03310,SOLVE030,1431,1441,,0.156,1626,52540,13.4,5,16580,65.2,A
A04318,SOLVE030,1441,1451,,0.088,1032,,9.2,3.6,13850,43.2,A
A03937,SOLVE030,1451,1461,,0.108,1452,45580,8.6,6.6,14260,43.8,A
A02787,SOLVE030,1461,1471,,0.21,2558,49220,9,5,20740,54.4,A
A04853,SOLVE030,1471,1481,,0.065,880,58620,15.8,4.6,21700,47.4,A
A06261,SOLVE030,1481,1486.1,,0.029803922,481.1764706,55592.15686,15.45098039,2.176470588,31768.62745,35.39215686,A
A04622,SOLVE031,661,671,,0.074,1044,73620,23.6,5.2,2060,31.6,A
A03779,SOLVE031,671,681,,0.118,1800,70400,25,4.8,3190,47.2,A
A00557,SOLVE031,681,691,,0.786,1178,73080,11,164.8,7393,221.4,A
A04585,SOLVE031,691,701,,0.076,1490,61240,10.6,6.4,1160,39,A
A04275,SOLVE031,701,711,,0.09,1366,70000,7.8,5.6,2390,40.4,A
A04771,SOLVE031,711,721,,0.068,3340,61440,31.8,4.4,4160,34.6,A
A05466,SOLVE031,721,731,,0.046,2084,69020,8.8,2.4,2708,30,A
A05130,SOLVE031,731,741,,0.056,1510,73340,22.4,2.4,974,29.2,A
A04443,SOLVE031,741,751,,0.082,1538,66280,11.6,7.6,2960,49.4,A
A04136,SOLVE031,751,761,,0.098,1434,66120,7.8,12.4,8920,119,A
A02788,SOLVE031,761,771,,0.21,3080,52440,8.4,15.2,10960,140.2,A
A03700,SOLVE031,771,781,,0.124,2412,56220,5.8,33.8,4400,112.6,A
A03840,SOLVE031,781,791,,0.114,1974,48100,11.8,19.4,1920,302.4,A
A02089,SOLVE031,791,801,,0.306,3610,51840,36.2,4.8,2900,27,A
A02981,SOLVE031,801,811,,0.188,1322,57780,8.4,18.4,6680,80,A
A02540,SOLVE031,811,821,,0.242,2196,44720,16.8,23.2,8150,56.8,A
A00818,SOLVE031,821,831,,0.64,3774,46900,39.6,27.8,15690,599,A
A02230,SOLVE031,831,841,,0.284,1914,50280,4.4,7.6,6810,75.2,A
A01831,SOLVE031,841,851,,0.35,3266,50160,73.6,8.8,7510,52,A
A04959,SOLVE031,851,861,,0.062,663,37380,25.6,4.4,2199,39.8,A
A05637,SOLVE031,861,871,,0.042,490.4,36280,15.2,2.8,1733,32.4,A
A06121,SOLVE031,871,881,,0.032,360,33740,14.6,24.2,3640,157.6,A
A06322,SOLVE031,881,891,,0.028,354,30760,4.8,2.4,405,23,A
A06229,SOLVE031,891,901,,0.03,104.6,33600,1.6,2,907,19.4,A
A05732,SOLVE031,901,911,,0.04,335,37020,4.4,2.4,526,20.2,A
A05554,SOLVE031,911,921,,0.044,255,39740,3,2,947,16.8,A
A05769,SOLVE031,921,928.5,,0.038666667,267.4666667,37906.66667,1.8,2,460.6666667,16.4,A
A05659,SOLVE036,871,881,,0.041,1115,67700,27.6,58,50480,79,A
A06486,SOLVE036,881,891,,0.025,497.8,62120,48.6,7.6,53220,42,A
A05002,SOLVE036,891,901,,0.06,838,73300,11.2,10.8,54640,55.4,A
A03357,SOLVE036,901,911,,0.152,1752,81900,,9.6,62020,58.6,A
A06599,SOLVE036,911,921,,0.023,362,81160,1.4,6.4,57440,40.8,A
A07065,SOLVE036,921,931,,0.016,62.8,76980,2,10,74900,28.6,A
A04941,SOLVE036,931,941,,0.062,506.6,69320,1.2,7.6,61460,35.8,A
A07822,SOLVE036,941,951,,0.008,43.6,74580,2.4,10.8,65380,33.2,A
A07824,SOLVE036,951,961,,0.008,37.4,74000,4.4,14.4,67980,44.4,A
A08114,SOLVE036,961,971,,0.006,19,64500,6.8,8,60240,53.6,A
A07321,SOLVE036,971,981,,0.013,197.2,68140,3,12,57860,72.4,A
A06000,SOLVE036,981,991,,0.034,442,76560,5.2,8,43740,63.6,A
A06543,SOLVE036,991,1001,,0.024,285,79660,2.8,4.8,17740,38.8,A
A07325,SOLVE036,1001,1011,,0.013,183,63360,2,5,33180,46.2,A
A07326,SOLVE036,1011,1021,,0.013,124,62380,3,4.2,36700,45.4,A
A07411,SOLVE036,1021,1031,,0.012,146.2,52060,,5.4,24580,52.4,A
A06871,SOLVE036,1031,1041,,0.019,48.8,60440,2.2,5,32260,47.6,A
A07513,SOLVE036,1041,1051,,0.011,135,49720,1.4,7,14590,41.6,A
A07726,SOLVE036,1051,1061,,0.009,75.2,49260,1.2,4.8,5920,49.8,A
A08137,SOLVE036,1061,1071,,0.006,26.6,40800,1.2,2.2,2788,46,A
A06943,SOLVE036,1071,1081,,0.018,102.4,43040,1.8,3.4,1310,47.4,A
A07254,SOLVE036,1081,1091,,0.014,167,39060,2.6,2.6,960,43.2,A
A07976,SOLVE036,1091,1101,,0.007,131,37980,1.8,9.8,1910,62.4,A
A07174,SOLVE036,1101,1111,,0.015,171,41680,4,8.8,5970,66,A
A07433,SOLVE036,1111,1121,,0.012,55.8,37440,2,2.2,628,50.2,A
A07607,SOLVE036,1121,1131,,0.01,162.2,48180,1.8,1.6,1370,52.4,A
A07101,SOLVE036,1131,1141,,0.016,170,44180,1.8,1.6,1410,50.8,A
A07698,SOLVE036,1141,1147.3,,0.009761905,240.2857143,41920.63492,1,3.857142857,1593.650794,57.53968254,A
A08215,SOLVE037,181,191,,0.006,131.6,11390,2.6,4.6,1940,48.8,B
A06968,SOLVE037,191,201,,0.018,56,38460,3.6,5,20530,69,B
A08209,SOLVE037,201,211,,0.006,13.2,51040,7.6,12.8,37960,70.4,B
A07114,SOLVE037,211,221,,0.016,11,46500,5.2,2.8,32020,67.2,B
A06578,SOLVE037,221,231,,0.024,204.6,60000,6.2,6.4,28980,157,B
A07890,SOLVE037,231,241,,0.008,50.6,30080,4,7,11600,77.2,B
A08007,SOLVE037,241,251,,0.007,137.6,36620,8.6,3.2,21800,29.4,B
A07755,SOLVE037,251,261,,0.009,7.9,20460,17,3.2,11134,25.6,B
A08542,SOLVE037,261,271,,<0.005,5,9010,6.6,3.8,1530,32,B
A05929,SOLVE037,271,281,,0.036,6.6,3580,2.4,3.2,1014,28.8,B
A07622,SOLVE037,281,291,,0.01,10,7480,4.4,5.8,2630,32.8,B
A07534,SOLVE037,291,301,,0.011,1020.2,,16.4,5.6,2394,65.4,B
A07273,SOLVE037,301,311,,0.014,600,29820,13.6,395.2,3010,233.4,A
A06065,SOLVE037,311,321,,0.033,227,15530,7.6,11.2,2510,60.8,A
A08180,SOLVE037,321,331,,0.006,388.2,15240,8.8,13.2,1930,69.2,A
A07529,SOLVE037,331,341,,0.011,515.8,,9.2,7.6,6650,74,A
A05562,SOLVE037,341,351,,0.044,2436,67240,28.6,7.6,20510,46.2,A
A07991,SOLVE037,351,361,,0.007,691,9160,75.6,11.6,2320,38,A
A06027,SOLVE037,361,371,,0.034,1163,54580,24.8,11.2,5644,59.2,A
A07023,SOLVE037,371,381,,0.017,369.2,50260,34,5.4,587,57.2,A
A06748,SOLVE037,381,391,,0.021,412.4,57600,16.4,6.6,639,53.6,A
A06812,SOLVE037,391,401,,0.02,134.8,57340,9.2,8,150,55.6,A
A07182,SOLVE037,401,411,,0.015,714.2,54580,16.6,9.6,444,37.6,A
A07434,SOLVE037,411,421,,0.012,313,60080,13.2,11.2,104,37.4,A
A06744,SOLVE037,421,431,,0.021,95,47800,5.8,14.4,133,69,A
A07098,SOLVE037,431,441,,0.016,844,72900,54.4,11.2,488,41,A
A07097,SOLVE037,441,451,,0.016,464,61540,6.4,9.2,372,39.4,A
A06945,SOLVE037,451,461,,0.018,674,62920,8.4,9.8,412,56.4,A
A07013,SOLVE037,461,471,,0.017,609,61580,25,16.4,971,35.6,A
A07340,SOLVE037,471,481,,0.013,661,50620,26.8,12,1180,39.8,A
A06368,SOLVE037,481,491,,0.027,777,66080,13,20.8,2528,99.4,A
A06676,SOLVE037,491,501,,0.022,954,68160,31.6,29.6,1046,25.6,A
A05639,SOLVE037,501,511,,0.042,1374,69960,114.6,20,1550,190,A
A05483,SOLVE037,511,521,,0.046,1694,71960,70,15.6,3110,42.6,A
A07010,SOLVE037,521,531,,0.017,394,52820,18.6,5.2,368,24.8,A
A05207,SOLVE037,531,541,,0.054,1744,63000,26.2,6.8,2197,23,A
A04058,SOLVE037,541,551,,0.102,4968,58500,38.2,9.6,6420,26,A
A05345,SOLVE037,551,561,,0.05,1712,58780,11,5,1860,20.8,A
A06672,SOLVE037,561,571,,0.022,394,47680,33.2,5.6,355,19.6,A
A07007,SOLVE037,571,581,,0.017,187,44760,3.6,5.4,91,19.6,A
A05636,SOLVE037,581,591,,0.042,1732,46560,43.4,38,19190,105,A
A04837,SOLVE037,591,601,,0.066,4060,40620,48.4,14.4,10570,42.6,A
A06663,SOLVE037,601,611,,0.022,288,43640,20,10,2532,18.8,A
A05406,SOLVE037,611,621,,0.048,797,65800,40.4,7,1480,16.4,A
A06362,SOLVE037,621,631,,0.027,579,72660,14.8,6.6,490,17.4,A
A05542,SOLVE037,631,641,,0.044,1629,73280,53.6,10.8,2784,17,A
A03512,SOLVE037,641,651,,0.14,2368,78840,92.2,12.4,3620,21.2,A
A03729,SOLVE037,651,661,,0.122,878,64680,80.6,9.2,1236,19.2,A
A02286,SOLVE037,661,671,,0.276,3640,72000,301.8,19.8,7390,33.8,A
A03661,SOLVE037,671,681,,0.127,1650,74320,91,12.4,3246,30.6,A
A03311,SOLVE037,681,691,,0.156,1708,73120,103.6,329.8,9380,468.4,A
A04132,SOLVE037,691,701,,0.098,4658,66140,203.2,12.4,5650,28.8,A
A05783,SOLVE037,701,711,,0.038,822,79460,61.2,8.4,369,24,A
A03723,SOLVE037,711,721,,0.122,1674,66360,69.8,10.8,2110,22,A
A05710,SOLVE037,1471,1481,,0.04,157,37140,3,5.2,446,14.6,A
A05801,SOLVE037,1481,1491,,0.038,185,35360,2.4,2.2,1218,14.4,A
A04890,SOLVE037,1491,1501,,0.064,320,32700,3.4,4.4,3780,12.6,A
A03136,SOLVE037,1501,1511,,0.172,1104,38440,5.4,2.8,3850,14,A
A03335,SOLVE037,1511,1521,,0.154,2126,51320,9.8,3.4,4920,28.8,A
A03876,SOLVE037,1521,1531,,0.112,950,34960,19.4,2.8,5420,20.4,A
A03680,SOLVE037,1531,1540.5,,0.125789474,2014.210526,47194.73684,25.36842105,4.105263158,10078.94737,25.52631579,A
A07199,SOLVE039,191,201,,0.015,217,31020,5.4,14.8,699,34,B
A07354,SOLVE039,201,211,,0.013,144,46720,9.8,12,606,41.4,B
A05650,SOLVE039,211,221,,0.042,148.2,65580,4.4,18.4,7430,21,B
A05494,SOLVE039,221,231,,0.046,1004,81980,18,31.6,28140,36.8,B
A05565,SOLVE039,231,241,,0.044,493,71900,15.6,12.8,1820,49.6,B
A04252,SOLVE039,241,251,,0.092,407.6,90500,11,12.8,264,38.8,B
A04739,SOLVE039,251,261,,0.07,473.4,107220,14.2,13.6,1724,25.8,B
A05426,SOLVE039,261,271,,0.048,382,76380,6.4,11.2,280,27.8,B
A06034,SOLVE039,271,281,,0.034,471,62220,6.8,9.6,584,21,A
A05490,SOLVE039,281,291,,0.046,600.8,55960,9,20.4,309,27.8,A
A05422,SOLVE039,291,301,,0.048,309.8,70320,12,17.2,594,20.2,A
A06620,SOLVE039,301,311,,0.023,538,52460,8.8,15.2,1177,12.8,A
A06377,SOLVE039,311,321,,0.027,308,58620,10.8,12,4244,30.2,A
A03950,SOLVE039,321,331,,0.107,402,68620,4.8,12.8,2499,48.6,A
A05487,SOLVE039,331,341,,0.046,363.8,62520,5.6,81.2,10110,115,A
A04214,SOLVE039,341,351,,0.094,506,52960,12.2,110,12290,195,A
A06618,SOLVE039,351,361,,0.023,386.4,65460,8,11.6,2540,41,A
A06438,SOLVE039,361,371,,0.026,494,57900,6.2,9.4,2542,32,A
A06024,SOLVE039,371,381,,0.034,669,44660,8.4,10.4,2862,27.6,A
A06023,SOLVE039,381,391,,0.034,456,66220,8.8,9.6,816,20.4,A
A07609,SOLVE039,391,401,,0.01,258,67680,4.6,12.8,251,21.4,A
A05641,SOLVE039,401,411,,0.042,726,63720,11.6,12,1450,37.6,A
A06233,SOLVE039,411,421,,0.03,438,72520,7.2,11.2,1730,37.8,A
A05825,SOLVE039,421,431,,0.038,838,53600,10.4,11.6,3350,30.4,A
A05348,SOLVE039,431,441,,0.05,778,50680,7.4,10.8,2520,37.8,A
A06325,SOLVE039,441,451,,0.028,446,52720,14.2,9.6,2630,39.8,A
A05638,SOLVE039,451,461,,0.042,1042,53820,42.2,18.4,8500,54,A
A04692,SOLVE039,461,471,,0.072,1308,61120,36.8,20.8,5040,104,A
A05344,SOLVE039,471,481,,0.05,1182,59860,56.4,8.6,2010,41.8,A
A05821,SOLVE039,481,491,,0.038,918,66960,19.8,12.4,896,43.8,A
A05727,SOLVE039,491,501,,0.04,844,69100,19.2,14.4,1330,39,A
A05551,SOLVE039,501,511,,0.044,670,66840,28.8,12.8,1360,39.2,A
A06424,SOLVE039,511,521,,0.026,268,65520,16.8,9.2,3880,36,A
A05817,SOLVE039,521,531,,0.038,970,64760,74.2,13.6,3710,37.4,A
A06220,SOLVE039,531,541,,0.03,502,55580,12.4,12.4,950,27,A
A06315,SOLVE039,541,551,,0.028,402,49460,19,10,1604,34.2,A
A05627,SOLVE039,551,561,,0.042,760,54580,39.4,14.8,3240,28.8,A
A06608,SOLVE039,561,571,,0.023,586,52380,75,12,770,33.6,A
A06310,SOLVE039,571,581,,0.028,576,58720,66,19.8,722,51.4,A
A05994,SOLVE039,581,591,,0.034,606,62000,64.2,20.8,3156,63.4,A
A04824,SOLVE039,591,601,,0.066,924,61980,43,86,3394,148.2,A
A04981,SOLVE039,601,611,,0.061,593.4,56760,51.2,11.6,775,28,A
A05398,SOLVE039,611,621,,0.048,1136,56720,58.8,10.4,1610,36.4,A
A05396,SOLVE039,621,631,,0.048,662,58720,23.2,12,3436,50.6,A
A05253,SOLVE039,631,641,,0.052,838,47980,88.2,5.8,2348,37,A
A05611,SOLVE039,641,651,,0.042,1458,55320,41.8,6.8,1420,29.4,A
A05068,SOLVE039,651,661,,0.058,1656,55720,103,10.8,2580,32.8,A
A05181,SOLVE039,661,671,,0.054,1418,69060,71.4,9.2,1112,36,A
A05385,SOLVE039,671,681,,0.048,1434,60200,89.2,9.2,6200,37,A
A05317,SOLVE039,1111,1121,,0.05,1076,50520,15,14.8,26570,18.2,A
A04583,SOLVE039,1121,1131,,0.076,1202,39800,34.2,11.2,19500,18.6,A
A04493,SOLVE039,1131,1141,,0.08,1176,62520,31.8,10,22160,14.2,A
A05127,SOLVE039,1141,1151,,0.056,965,58480,15.6,11.2,20010,22,A
A06358,SOLVE039,1151,1161,,0.027,557,59360,17.4,6,24190,18.4,A
A06916,SOLVE039,1161,1171,,0.018,306,55920,5.8,8.4,32100,24.2,A
A06652,SOLVE039,1171,1181,,0.022,195.4,57800,4.6,5.8,22280,12.4,A
A08103,SOLVE040,391,401,,0.006666667,48.33333333,20700,2,4,7900,38.66666667,B
A08028,SOLVE040,401,411,,0.007,38.2,31100,8.8,3.2,14660,50.2,B
A07769,SOLVE040,411,421,,0.009,150.2,39520,21,3.6,15190,88.4,B
A06970,SOLVE040,421,431,,0.018,90.2,51220,19,2.4,27620,45.4,B
A06461,SOLVE040,431,441,,0.026,984,52540,4.6,2,4110,31.4,B
A07119,SOLVE040,441,451,,0.016,188,63780,2.4,5.2,10140,27.8,B
A06586,SOLVE040,451,461,,0.024,93.2,62380,2.2,4.4,1655,23.6,B
A05938,SOLVE040,461,471,,0.036,315,60340,2.6,16,3890,34,B
A07544,SOLVE040,471,481,,0.011,271,,9.6,182.4,14089,120,B
A08581,SOLVE040,481,491,,<0.005,309,73120,2.6,2,370,32,B
A07118,SOLVE040,491,501,,0.016,480,69060,8.8,3.6,1240,37,B
A07765,SOLVE040,501,511,,0.009,534,72920,5.4,2,262,35.2,B
A07361,SOLVE040,511,521,,0.013,448,76460,5.2,2,244,39,B
A07543,SOLVE040,521,531,,0.011,456.6,,4.4,2,241,50.8,B
A07360,SOLVE040,531,541,,0.013,286,71880,2.6,2.4,168,49.8,B
A07541,SOLVE040,541,551,,0.011,256,75840,2.4,2,47,43,B
A08217,SOLVE040,551,561,,0.006,197,66420,1.4,2,63,35.6,B
A07117,SOLVE040,561,571,,0.016,133.8,68180,1.4,2,50,36.6,B
A07542,SOLVE040,571,581,,0.011,288,67920,1.4,2,50,31.8,B
A07284,SOLVE040,581,591,,0.014,161,69120,2.6,2,49,30,B
A06829,SOLVE040,591,601,,0.02,297.4,59460,4,2.4,137,31,B
A07461,SOLVE040,601,611,,0.012,164,51940,3.4,2,50,17.6,B
A06584,SOLVE040,611,621,,0.024,183.4,54060,2,2,50,16.6,B
A06247,SOLVE040,621,631,,0.03,283.2,51940,2,2,50,16.6,B
A05285,SOLVE040,631,641,,0.052,156.6,47120,2.2,2,50,15.6,B
A06702,SOLVE040,641,651,,0.022,187.8,55740,1.6,2,50,12,B
A06700,SOLVE040,651,661,,0.022,276.4,58420,2,2.8,37,15.2,B
A06381,SOLVE040,661,671,,0.027,338.4,57460,1.8,2,50,16,B
A05858,SOLVE040,671,681,,0.037,678,58200,6.6,2,620,34.6,B
A04649,SOLVE040,681,691,,0.073,792,39440,11.2,3.6,1474,34.2,B
A05039,SOLVE040,691,701,,0.06,474,57460,6.6,2,165,31,B
A05516,SOLVE040,701,711,,0.045,472,45900,14.6,4.8,376,38.4,B
A06454,SOLVE040,711,721,,0.026,422,56940,9.2,6.8,1433,39.6,B
A07892,SOLVE040,721,731,,0.008,140.6,57920,6.6,6.4,280,37.8,B
A07198,SOLVE040,731,741,,0.015,285,61600,7.4,6,452,33.4,B
A05430,SOLVE040,741,751,,0.048,906,54040,21,13.6,2212,90,B
A06244,SOLVE040,751,761,,0.03,739,49220,20,4.8,1048,28.4,B
A07757,SOLVE040,761,771,,0.009,125,66420,12.4,2.8,252,33.6,B
A06887,SOLVE040,771,781,,0.019,209.8,60760,5,7.6,774,34.8,B
A05836,SOLVE040,781,791,,0.038,882,55900,19.8,13.6,2276,89,B
A05427,SOLVE040,791,801,,0.048,794,55600,20.6,9.2,1978,49.8,B
A05563,SOLVE040,801,811,,0.044,816,61560,19.4,6.4,2570,51.2,B
A04737,SOLVE040,811,821,,0.07,1282,59780,26.8,5.6,2180,333.8,A
A06883,SOLVE040,821,831,,0.019,393,47380,10.4,4,1032,42,A
A06378,SOLVE040,831,841,,0.027,542.4,69140,14.2,5.6,528,35.2,A
A03842,SOLVE040,841,851,,0.114,1770,64760,74.2,6,1970,36.6,A
A04910,SOLVE040,851,861,,0.064,1298,64140,48.6,6.8,990,26.8,A
A05357,SOLVE040,861,871,,0.05,890,61920,60.4,5.6,834,33.8,A
A04602,SOLVE040,871,881,,0.076,1054,53180,29.4,6.4,1450,41.8,A
A04411,SOLVE040,881,891,,0.084,2180,71760,143.4,7.2,12690,99,A
A03244,SOLVE040,891,901,,0.162,3122,42700,128.2,10.8,13430,58.6,A
A04375,SOLVE040,901,911,,0.086,1734,24440,88.4,43.4,5410,555.8,A
A04334,SOLVE040,911,921,,0.088,524,29840,26.2,8.4,4320,38.8,A
A02521,SOLVE040,921,931,,0.244,780,27400,22.6,11.6,3700,39,A
A00262,SOLVE040,931,941,,1.102,804,41380,14.4,7.6,8456,43.8,A
A04453,SOLVE040,941,951,,0.082,982,33120,46.2,3.6,1278,37.4,A
A03433,SOLVE040,951,961,,0.146,1008,45580,9.2,36.6,5920,87,A
A04599,SOLVE040,961,971,,0.076,698,43720,6.6,4.8,808,20,A
A03757,SOLVE040,971,981,,0.12,824,50600,9,5.2,1950,25.4,A
A03556,SOLVE040,981,991,,0.136,1530,50660,11.6,6,2890,22.8,A
A03389,SOLVE040,991,1001,,0.15,1974,34620,19.4,3.2,3890,,A
A03316,SOLVE040,1001,1011,,0.156,1422,37380,12,2.8,2550,10.4,A
A02930,SOLVE040,1011,1021,,0.194,4102,42320,41.8,10,4940,29,A
A03157,SOLVE040,1021,1031,,0.17,1332,65980,341.2,12,40760,75,A
A03268,SOLVE040,1031,1041,,0.16,686,40440,36.6,12.8,22480,355.6,A
A05995,SOLVE040,1041,1051,,0.034,246,37340,8,4.4,940,24,A
A04943,SOLVE040,1051,1061,,0.062,487,35780,11.6,2.8,1062,18,A
A05400,SOLVE040,1061,1071,,0.048,492,38780,21,2.4,930,16.8,A
A04883,SOLVE040,1071,1081,,0.064,702,40380,45.2,2,1396,20.4,A
A03510,SOLVE040,1081,1091,,0.14,1264,46820,46.8,2,1550,19.8,A
A03725,SOLVE040,1091,1101,,0.122,1132,,15,2,1280,11.4,A
A03697,SOLVE040,1101,1111,,0.124,1612,31360,10.4,2,2920,20,A
A02929,SOLVE040,1111,1121,,0.194,1924,34260,7.4,2,4770,18.6,A
A03016,SOLVE040,1121,1131,,0.184,1892,40440,13.6,2,3380,15.8,A
A03781,SOLVE040,1131,1141,,0.118,1214,46600,9.6,3.2,6620,48,A
A04232,SOLVE040,1141,1151,,0.092,984.2,39640,15,2,3930,34,A
A03472,SOLVE040,1771,1781,,0.142,572,42000,3.8,3.6,4280,31.4,A
A01246,SOLVE040,1781,1791,,0.488,1688,43920,6,3.6,2750,30.6,A
A02269,SOLVE040,1791,1801,,0.278,722,36200,3,3.2,936,29.4,A
A03806,SOLVE040,1801,1811,,0.116,1224,40300,,3.6,2580,30.8,A
A01986,SOLVE040,1811,1821,,0.322,1022,37580,3.4,4.4,1550,34.4,A
A03266,SOLVE040,1821,1831,,0.16,1180,34140,3,4,2270,32,A
A05539,SOLVE040,1831,1841,,0.044,576,39420,3.2,7.2,3950,47,A
A05137,SOLVE040,1841,1851,,0.056,930,49940,4.4,4,7150,50.2,A
A04447,SOLVE040,1851,1861,,0.082,546,61160,5.2,2,7410,58.8,A
A03203,SOLVE040,2001,2011,,0.166,874,40860,10.6,9.6,16500,57.4,A
A06641,SOLVE040W1,621,631,,0.0225,145.75,45850,4,,,44.25,B
A06704,SOLVE040W1,631,641,,0.022,265.8,51700,4,6,136.6666667,37.2,B
A07282,SOLVE040W1,641,651,,0.014,99.8,54700,4.8,5.333333333,,31.6,B
A05747,SOLVE040W1,651,661,,0.04,203.2,52260,4.6,,113.75,33.6,B
A05442,SOLVE040W1,661,671,,0.047,401.6,49640,4.8,4.666666667,216.25,38.2,B
A07280,SOLVE040W1,671,681,,0.014,482,58460,5.2,8,451,51.8,B
A05839,SOLVE040W1,681,691,,0.038,1442,51120,9,10,1460,50,B
A06582,SOLVE040W1,691,701,,0.024,704,47080,12.6,8,489,39.8,B
A06966,SOLVE040W1,701,711,,0.018,433,54560,14.2,5.75,295,46.2,B
A06580,SOLVE040W1,711,721,,0.024,336,62660,14,9.5,686,49.2,B
A07278,SOLVE040W1,721,731,,0.014,250,57620,6.6,,361.25,39.2,B
A06342,SOLVE040W1,731,741,,0.028,525,60580,12.2,28,1580,63.2,B
A06456,SOLVE040W1,741,751,,0.026,265,67140,8.2,18.4,652.5,57.4,B
A05362,SOLVE040W1,751,761,,0.05,598.6,86100,21.6,4.666666667,871,60.6,B
